paper_id,pool,cell_type,subtype,species,original_symbol,normalized_symbol,normalization_status,evidence_type,marker_polarity,source_locator,source_context,old_decision,old_reason,old_citation_verified,task_no,citation_match_score,citation_verified,markdown_sha256_match,gate1_status
DOI_10.1038_s41586-021-04345-x,A_exclude,FOXJ1 high Ciliated Cells,,human,FOXJ1,FOXJ1,exact,reference_imported,positive,Extended Data Figure 3d,Reference label transfer cell type 'FOXJ1 high Ciliated Cells',exclude,参考标签转移的纤毛细胞，非 L4:Neuroendocrine cell 目标范围,True,7,0.8889,True,True,pass
DOI_10.1038_s41586-021-04345-x,A_exclude,FFAR4 high Macrophages,,human,FFAR4,FFAR4,exact,reference_imported,positive,Extended Data Figure 3d,Reference label transfer cell type 'FFAR4 high Macrophages',exclude,参考标签转移的巨噬细胞，非 L4:Neuroendocrine cell 目标范围,True,7,0.875,True,True,pass
DOI_10.1038_s41586-021-04345-x,A_exclude,CCL5 high Squamous Cells,,human,CCL5,CCL5,exact,reference_imported,positive,Extended Data Figure 3d,Reference label transfer cell type 'CCL5 high Squamous Cells',exclude,参考标签转移的鳞状细胞，非 L4:Neuroendocrine cell 目标范围,True,7,0.8889,True,True,pass
DOI_10.1038_s41586-021-04345-x,A_exclude,Early Response FOXJ1 high Ciliated Cells,,human,FOXJ1,FOXJ1,exact,reference_imported,positive,Extended Data Figure 3d,Reference label transfer cell type 'Early Response FOXJ1 high Ciliated Cells',exclude,参考标签转移的纤毛细胞，非 L4:Neuroendocrine cell 目标范围,True,7,0.9091,True,True,pass
DOI_10.1038_s41586-024-07069-w,B_unaudited,mesodermal progenitors,,mouse,Tbx6,Tbx6,,annotation_marker,positive,"Results, Posterior embryo during somitogenesis",initially annotated as ... mesodermal progenitors (Tbx6+),never_audited,,,42,1.0,True,True,pass
DOI_10.1038_s41586-024-07069-w,B_unaudited,ciliated nodal cells,,mouse,Foxj1,Foxj1,,annotation_marker,positive,"Results, Posterior embryo during somitogenesis",we identify a few cells that strongly express Foxj1 ... These ciliated nodal cells,never_audited,,,42,1.0,True,True,pass
DOI_10.1038_s41586-024-07069-w,B_unaudited,Ciliated nodal cells,,mouse,Foxj1,Foxj1,,figure_labeled,positive,Fig. 2h legend,coloured by marker gene expression for notochord or ciliated nodal cells (Foxj1+).,never_audited,,,42,1.0,True,True,pass
DOI_10.1038_s41586-024-07069-w,B_unaudited,podocytes,,mouse,Nphs1,Nphs1,,figure_labeled,positive,"Article figure legend preceding Extended Data Fig. 6, panel c","colored by expression of marker genes which appear specific to podocytes (Nphs1 +, Nphs2 +)",never_audited,,,42,1.0,True,True,pass
DOI_10.1038_s41586-024-07069-w,B_unaudited,podocytes,,mouse,Nphs2,Nphs2,,figure_labeled,positive,"Article figure legend preceding Extended Data Fig. 6, panel c","colored by expression of marker genes which appear specific to podocytes (Nphs1 +, Nphs2 +)",never_audited,,,42,1.0,True,True,pass
DOI_10.1038_s41586-024-07069-w,B_unaudited,collecting duct intercalated cells,,mouse,Atp6v1b1,Atp6v1b1,,figure_labeled,positive,"Article figure legend preceding Extended Data Fig. 6, panel g",marker genes specific to CD-IC (Atp6v1b1 +),never_audited,,,42,1.0,True,True,pass
DOI_10.1038_s41586-024-07069-w,B_unaudited,ureteric bud tip,,mouse,Wnt11,Wnt11,,figure_labeled,positive,"Article figure legend preceding Extended Data Fig. 6, panel e","marker genes which appear specific to the ureteric bud tip (Wnt11 +, Ret +, Etv5 +)",never_audited,,,42,1.0,True,True,pass
DOI_10.1038_s41586-024-07069-w,B_unaudited,ureteric bud tip,,mouse,Ret,Ret,,figure_labeled,positive,"Article figure legend preceding Extended Data Fig. 6, panel e","marker genes which appear specific to the ureteric bud tip (Wnt11 +, Ret +, Etv5 +)",never_audited,,,42,1.0,True,True,pass
DOI_10.1038_s41586-024-07069-w,B_unaudited,ureteric bud tip,,mouse,Etv5,Etv5,,figure_labeled,positive,"Article figure legend preceding Extended Data Fig. 6, panel e","marker genes which appear specific to the ureteric bud tip (Wnt11 +, Ret +, Etv5 +)",never_audited,,,42,1.0,True,True,pass
DOI_10.1038_s41586-024-07069-w,B_unaudited,lung mesenchyme,,mouse,Tbx5,Tbx5,,figure_labeled,positive,"Extended Data Fig. 6 legend, panel a","marker genes which appear specific to lung mesenchyme (Tbx5 +, Tbx4 +)",never_audited,,,42,1.0,True,True,pass
DOI_10.1038_s41586-024-07069-w,B_unaudited,lung mesenchyme,,mouse,Tbx4,Tbx4,,figure_labeled,positive,"Extended Data Fig. 6 legend, panel a","marker genes which appear specific to lung mesenchyme (Tbx5 +, Tbx4 +)",never_audited,,,42,1.0,True,True,pass
DOI_10.1038_s41586-024-07069-w,B_unaudited,retinal progenitor cells RPCs,RPCs,mouse,Pax2,Pax2,,figure_labeled,positive,"Extended Data Fig. 9 legend, panel e","markers of retinal progenitor cells RPCs (Pax2 +, Pax6 +, Rax +, Fgf15 +)",never_audited,,,42,1.0,True,True,pass
DOI_10.1038_s41586-024-07069-w,B_unaudited,retinal progenitor cells RPCs,RPCs,mouse,Pax6,Pax6,,figure_labeled,positive,"Extended Data Fig. 9 legend, panel e","markers of retinal progenitor cells RPCs (Pax2 +, Pax6 +, Rax +, Fgf15 +)",never_audited,,,42,1.0,True,True,pass
DOI_10.1038_s41586-024-07069-w,B_unaudited,retinal progenitor cells RPCs,RPCs,mouse,Rax,Rax,,figure_labeled,positive,"Extended Data Fig. 9 legend, panel e","markers of retinal progenitor cells RPCs (Pax2 +, Pax6 +, Rax +, Fgf15 +)",never_audited,,,42,1.0,True,True,pass
DOI_10.1038_s41586-024-07069-w,B_unaudited,retinal progenitor cells RPCs,RPCs,mouse,Fgf15,Fgf15,,figure_labeled,positive,"Extended Data Fig. 9 legend, panel e","markers of retinal progenitor cells RPCs (Pax2 +, Pax6 +, Rax +, Fgf15 +)",never_audited,,,42,1.0,True,True,pass
DOI_10.1038_s41586-024-07069-w,B_unaudited,intermediate neuronal progenitors,,unknown,Eomes,Eomes,,figure_labeled,positive,"Extended Data Fig. 10 caption, panel b","colored by gene expression of marker genes which appear specific to intermediate neuronal progenitors (Eomes+, Pax6+)",never_audited,,,42,1.0,True,True,fail_species
DOI_10.1038_s41586-024-07069-w,B_unaudited,intermediate neuronal progenitors,,unknown,Pax6,Pax6,,figure_labeled,positive,"Extended Data Fig. 10 caption, panel b","colored by gene expression of marker genes which appear specific to intermediate neuronal progenitors (Eomes+, Pax6+)",never_audited,,,42,1.0,True,True,fail_species
DOI_10.1038_s41586-024-07069-w,B_unaudited,upper-layer neurons,,unknown,Satb2,Satb2,,figure_labeled,positive,"Extended Data Fig. 10 caption, panel b","colored by gene expression of marker genes which appear specific to ... upper-layer neurons (Satb2+, Pou3f2+, Pou3f3+)",never_audited,,,42,1.0,True,True,fail_species
DOI_10.1038_s41586-024-07069-w,B_unaudited,upper-layer neurons,,unknown,Pou3f2,Pou3f2,,figure_labeled,positive,"Extended Data Fig. 10 caption, panel b","colored by gene expression of marker genes which appear specific to ... upper-layer neurons (Satb2+, Pou3f2+, Pou3f3+)",never_audited,,,42,1.0,True,True,fail_species
DOI_10.1038_s41586-024-07069-w,B_unaudited,upper-layer neurons,,unknown,Pou3f3,Pou3f3,,figure_labeled,positive,"Extended Data Fig. 10 caption, panel b","colored by gene expression of marker genes which appear specific to ... upper-layer neurons (Satb2+, Pou3f2+, Pou3f3+)",never_audited,,,42,1.0,True,True,fail_species
DOI_10.1038_s41586-024-07069-w,B_unaudited,deep-layer neurons,,unknown,Tbr1,Tbr1,,figure_labeled,positive,"Extended Data Fig. 10 caption, panel b","colored by gene expression of marker genes which appear specific to ... deep-layer neurons (Tbr1+, Bcl11b+, Fezf2+)",never_audited,,,42,1.0,True,True,fail_species
DOI_10.1038_s41586-024-07069-w,B_unaudited,deep-layer neurons,,unknown,Bcl11b,Bcl11b,,figure_labeled,positive,"Extended Data Fig. 10 caption, panel b","colored by gene expression of marker genes which appear specific to ... deep-layer neurons (Tbr1+, Bcl11b+, Fezf2+)",never_audited,,,42,1.0,True,True,fail_species
DOI_10.1038_s41586-024-07069-w,B_unaudited,deep-layer neurons,,unknown,Fezf2,Fezf2,,figure_labeled,positive,"Extended Data Fig. 10 caption, panel b","colored by gene expression of marker genes which appear specific to ... deep-layer neurons (Tbr1+, Bcl11b+, Fezf2+)",never_audited,,,42,1.0,True,True,fail_species
DOI_10.1038_s41586-024-07069-w,B_unaudited,subplate neurons,,unknown,Kcnab1,Kcnab1,,figure_labeled,positive,"Extended Data Fig. 10 caption, panel b","colored by gene expression of marker genes which appear specific to ... subplate neurons (Kcnab1+, Chrna5+, Syt6+, Foxp2+)",never_audited,,,42,1.0,True,True,fail_species
DOI_10.1038_s41586-024-07069-w,B_unaudited,subplate neurons,,unknown,Chrna5,Chrna5,,figure_labeled,positive,"Extended Data Fig. 10 caption, panel b","colored by gene expression of marker genes which appear specific to ... subplate neurons (Kcnab1+, Chrna5+, Syt6+, Foxp2+)",never_audited,,,42,1.0,True,True,fail_species
DOI_10.1038_s41586-024-07069-w,B_unaudited,subplate neurons,,unknown,Syt6,Syt6,,figure_labeled,positive,"Extended Data Fig. 10 caption, panel b","colored by gene expression of marker genes which appear specific to ... subplate neurons (Kcnab1+, Chrna5+, Syt6+, Foxp2+)",never_audited,,,42,1.0,True,True,fail_species
DOI_10.1038_s41586-024-07069-w,B_unaudited,subplate neurons,,unknown,Foxp2,Foxp2,,figure_labeled,positive,"Extended Data Fig. 10 caption, panel b","colored by gene expression of marker genes which appear specific to ... subplate neurons (Kcnab1+, Chrna5+, Syt6+, Foxp2+)",never_audited,,,42,1.0,True,True,fail_species
DOI_10.1038_s41586-024-07069-w,B_unaudited,spinal cord interneurons,,mouse,Otx2,Otx2,,author_declared,positive,"Fig. 4 legend, panel d","colored by gene expression of marker genes which appear specific to anterior (Otx2 +) vs. posterior (Hoxb4 +, Hoxd4 +) origins, or inhibitory (Slc32a1 +, Gad1 +) vs. excitatory (Slc17a6 +) functions.",never_audited,,,42,1.0,True,True,pass
DOI_10.1038_s41586-024-07069-w,B_unaudited,spinal cord interneurons,,mouse,Hoxb4,Hoxb4,,author_declared,positive,"Fig. 4 legend, panel d","colored by gene expression of marker genes which appear specific to anterior (Otx2 +) vs. posterior (Hoxb4 +, Hoxd4 +) origins, or inhibitory (Slc32a1 +, Gad1 +) vs. excitatory (Slc17a6 +) functions.",never_audited,,,42,1.0,True,True,pass
DOI_10.1038_s41586-024-07069-w,B_unaudited,spinal cord interneurons,,mouse,Hoxd4,Hoxd4,,author_declared,positive,"Fig. 4 legend, panel d","colored by gene expression of marker genes which appear specific to anterior (Otx2 +) vs. posterior (Hoxb4 +, Hoxd4 +) origins, or inhibitory (Slc32a1 +, Gad1 +) vs. excitatory (Slc17a6 +) functions.",never_audited,,,42,1.0,True,True,pass
DOI_10.1038_s41586-024-07069-w,B_unaudited,spinal cord interneurons,,mouse,Slc32a1,Slc32a1,,author_declared,positive,"Fig. 4 legend, panel d","colored by gene expression of marker genes which appear specific to anterior (Otx2 +) vs. posterior (Hoxb4 +, Hoxd4 +) origins, or inhibitory (Slc32a1 +, Gad1 +) vs. excitatory (Slc17a6 +) functions.",never_audited,,,42,1.0,True,True,pass
DOI_10.1038_s41586-024-07069-w,B_unaudited,spinal cord interneurons,,mouse,Gad1,Gad1,,author_declared,positive,"Fig. 4 legend, panel d","colored by gene expression of marker genes which appear specific to anterior (Otx2 +) vs. posterior (Hoxb4 +, Hoxd4 +) origins, or inhibitory (Slc32a1 +, Gad1 +) vs. excitatory (Slc17a6 +) functions.",never_audited,,,42,1.0,True,True,pass
DOI_10.1038_s41586-024-07069-w,B_unaudited,spinal cord interneurons,,mouse,Slc17a6,Slc17a6,,author_declared,positive,"Fig. 4 legend, panel d","colored by gene expression of marker genes which appear specific to anterior (Otx2 +) vs. posterior (Hoxb4 +, Hoxd4 +) origins, or inhibitory (Slc32a1 +, Gad1 +) vs. excitatory (Slc17a6 +) functions.",never_audited,,,42,1.0,True,True,pass
DOI_10.1038_s41586-024-07069-w,B_unaudited,astrocytes,anterior,mouse,Otx2,Otx2,,author_declared,positive,"Fig. 4 legend, panel i","colored by gene expression of marker genes which appear specific to anterior (Otx2 +) or posterior (Hoxb4 +, Hoxd4 +, Hoxc6 +) astrocytes, VA1-astrocytes (Pax6 +, Reln +), VA2-astrocytes (Pax6 +, Reln +, Nkx6-1 +, Slit1 +), and VA3-astrocytes (Nkx6-1 +, Slit1 +).",never_audited,,,42,1.0,True,True,pass
DOI_10.1038_s41586-024-07069-w,B_unaudited,astrocytes,posterior,mouse,Hoxb4,Hoxb4,,author_declared,positive,"Fig. 4 legend, panel i","colored by gene expression of marker genes which appear specific to anterior (Otx2 +) or posterior (Hoxb4 +, Hoxd4 +, Hoxc6 +) astrocytes, VA1-astrocytes (Pax6 +, Reln +), VA2-astrocytes (Pax6 +, Reln +, Nkx6-1 +, Slit1 +), and VA3-astrocytes (Nkx6-1 +, Slit1 +).",never_audited,,,42,1.0,True,True,pass
DOI_10.1038_s41586-024-07069-w,B_unaudited,astrocytes,posterior,mouse,Hoxd4,Hoxd4,,author_declared,positive,"Fig. 4 legend, panel i","colored by gene expression of marker genes which appear specific to anterior (Otx2 +) or posterior (Hoxb4 +, Hoxd4 +, Hoxc6 +) astrocytes, VA1-astrocytes (Pax6 +, Reln +), VA2-astrocytes (Pax6 +, Reln +, Nkx6-1 +, Slit1 +), and VA3-astrocytes (Nkx6-1 +, Slit1 +).",never_audited,,,42,1.0,True,True,pass
DOI_10.1038_s41586-024-07069-w,B_unaudited,astrocytes,posterior,mouse,Hoxc6,Hoxc6,,author_declared,positive,"Fig. 4 legend, panel i","colored by gene expression of marker genes which appear specific to anterior (Otx2 +) or posterior (Hoxb4 +, Hoxd4 +, Hoxc6 +) astrocytes, VA1-astrocytes (Pax6 +, Reln +), VA2-astrocytes (Pax6 +, Reln +, Nkx6-1 +, Slit1 +), and VA3-astrocytes (Nkx6-1 +, Slit1 +).",never_audited,,,42,1.0,True,True,pass
DOI_10.1038_s41586-024-07069-w,B_unaudited,VA1-astrocytes,,mouse,Pax6,Pax6,,author_declared,positive,"Fig. 4 legend, panel i","colored by gene expression of marker genes which appear specific to anterior (Otx2 +) or posterior (Hoxb4 +, Hoxd4 +, Hoxc6 +) astrocytes, VA1-astrocytes (Pax6 +, Reln +), VA2-astrocytes (Pax6 +, Reln +, Nkx6-1 +, Slit1 +), and VA3-astrocytes (Nkx6-1 +, Slit1 +).",never_audited,,,42,1.0,True,True,pass
DOI_10.1038_s41586-024-07069-w,B_unaudited,VA1-astrocytes,,mouse,Reln,Reln,,author_declared,positive,"Fig. 4 legend, panel i","colored by gene expression of marker genes which appear specific to anterior (Otx2 +) or posterior (Hoxb4 +, Hoxd4 +, Hoxc6 +) astrocytes, VA1-astrocytes (Pax6 +, Reln +), VA2-astrocytes (Pax6 +, Reln +, Nkx6-1 +, Slit1 +), and VA3-astrocytes (Nkx6-1 +, Slit1 +).",never_audited,,,42,1.0,True,True,pass
DOI_10.1038_s41586-024-07069-w,B_unaudited,VA2-astrocytes,,mouse,Pax6,Pax6,,author_declared,positive,"Fig. 4 legend, panel i","colored by gene expression of marker genes which appear specific to anterior (Otx2 +) or posterior (Hoxb4 +, Hoxd4 +, Hoxc6 +) astrocytes, VA1-astrocytes (Pax6 +, Reln +), VA2-astrocytes (Pax6 +, Reln +, Nkx6-1 +, Slit1 +), and VA3-astrocytes (Nkx6-1 +, Slit1 +).",never_audited,,,42,1.0,True,True,pass
DOI_10.1038_s41586-024-07069-w,B_unaudited,VA2-astrocytes,,mouse,Reln,Reln,,author_declared,positive,"Fig. 4 legend, panel i","colored by gene expression of marker genes which appear specific to anterior (Otx2 +) or posterior (Hoxb4 +, Hoxd4 +, Hoxc6 +) astrocytes, VA1-astrocytes (Pax6 +, Reln +), VA2-astrocytes (Pax6 +, Reln +, Nkx6-1 +, Slit1 +), and VA3-astrocytes (Nkx6-1 +, Slit1 +).",never_audited,,,42,1.0,True,True,pass
DOI_10.1038_s41586-024-07069-w,B_unaudited,VA2-astrocytes,,mouse,Nkx6-1,Nkx6-1,,author_declared,positive,"Fig. 4 legend, panel i","colored by gene expression of marker genes which appear specific to anterior (Otx2 +) or posterior (Hoxb4 +, Hoxd4 +, Hoxc6 +) astrocytes, VA1-astrocytes (Pax6 +, Reln +), VA2-astrocytes (Pax6 +, Reln +, Nkx6-1 +, Slit1 +), and VA3-astrocytes (Nkx6-1 +, Slit1 +).",never_audited,,,42,1.0,True,True,pass
DOI_10.1038_s41586-024-07069-w,B_unaudited,VA2-astrocytes,,mouse,Slit1,Slit1,,author_declared,positive,"Fig. 4 legend, panel i","colored by gene expression of marker genes which appear specific to anterior (Otx2 +) or posterior (Hoxb4 +, Hoxd4 +, Hoxc6 +) astrocytes, VA1-astrocytes (Pax6 +, Reln +), VA2-astrocytes (Pax6 +, Reln +, Nkx6-1 +, Slit1 +), and VA3-astrocytes (Nkx6-1 +, Slit1 +).",never_audited,,,42,1.0,True,True,pass
DOI_10.1038_s41586-024-07069-w,B_unaudited,VA3-astrocytes,,mouse,Nkx6-1,Nkx6-1,,author_declared,positive,"Fig. 4 legend, panel i","colored by gene expression of marker genes which appear specific to anterior (Otx2 +) or posterior (Hoxb4 +, Hoxd4 +, Hoxc6 +) astrocytes, VA1-astrocytes (Pax6 +, Reln +), VA2-astrocytes (Pax6 +, Reln +, Nkx6-1 +, Slit1 +), and VA3-astrocytes (Nkx6-1 +, Slit1 +).",never_audited,,,42,1.0,True,True,pass
DOI_10.1038_s41586-024-07069-w,B_unaudited,VA3-astrocytes,,mouse,Slit1,Slit1,,author_declared,positive,"Fig. 4 legend, panel i","colored by gene expression of marker genes which appear specific to anterior (Otx2 +) or posterior (Hoxb4 +, Hoxd4 +, Hoxc6 +) astrocytes, VA1-astrocytes (Pax6 +, Reln +), VA2-astrocytes (Pax6 +, Reln +, Nkx6-1 +, Slit1 +), and VA3-astrocytes (Nkx6-1 +, Slit1 +).",never_audited,,,42,1.0,True,True,pass
DOI_10.1038_s41588-022-01243-4,A_exclude,immune recruiting fibroblasts (IR-fibro),,human,CCL19,CCL19,exact,author_declared,positive,preamble (Introduction/Abstract),IR-fibro cells expressed the chemokines CCL19 and CCL21 and other marker genes of fibroblast reticular cells and follicular dendritic cells (fDC),exclude,Formal marker evidence but cell type is not within target_cell_scope (Schwann/neuroendocrine).,True,5,1.0,True,True,pass
DOI_10.1038_s41588-022-01243-4,A_exclude,immune recruiting fibroblasts (IR-fibro),,human,CCL21,CCL21,exact,author_declared,positive,preamble (Introduction/Abstract),IR-fibro cells expressed the chemokines CCL19 and CCL21 and other marker genes of fibroblast reticular cells and follicular dendritic cells (fDC),exclude,Formal marker evidence but cell type is not within target_cell_scope (Schwann/neuroendocrine).,True,5,1.0,True,True,pass
DOI_10.1038_s41588-022-01243-4,A_exclude,peribronchial fibroblasts (PB-fibro),,human,COL15A1,COL15A1,exact,author_declared,positive,preamble (Introduction/Abstract),"We uncover the transcriptome for human PB-fibro, consistent with the key protein markers COL15A1 and ENTPD1",exclude,Formal marker evidence but cell type is not within target_cell_scope (Schwann/neuroendocrine).,True,5,1.0,True,True,pass
DOI_10.1038_s41588-022-01243-4,A_exclude,peribronchial fibroblasts (PB-fibro),,human,ENTPD1,ENTPD1,exact,author_declared,positive,preamble (Introduction/Abstract),"We uncover the transcriptome for human PB-fibro, consistent with the key protein markers COL15A1 and ENTPD1",exclude,Formal marker evidence but cell type is not within target_cell_scope (Schwann/neuroendocrine).,True,5,1.0,True,True,pass
DOI_10.1038_s41588-022-01243-4,A_exclude,endoneurial nerve-associated fibroblasts (NAF),,human,SOX9,SOX9,exact,cluster_enriched,positive,"Results, section 'Four distinct cell types in airway peripheral nerves'",endoneurial nerve-associated fibroblasts (NAF) (SOX9 and OSR2),exclude,"Cell type is a fibroblast, not a Schwann cell or neuroendocrine cell; outside target_cell_scope.",True,5,1.0,True,True,pass
DOI_10.1038_s41588-022-01243-4,A_exclude,endoneurial nerve-associated fibroblasts (NAF),,human,OSR2,OSR2,exact,cluster_enriched,positive,"Results, section 'Four distinct cell types in airway peripheral nerves'",endoneurial nerve-associated fibroblasts (NAF) (SOX9 and OSR2),exclude,"Cell type is a fibroblast, not a Schwann cell or neuroendocrine cell; outside target_cell_scope.",True,5,1.0,True,True,pass
DOI_10.1038_s41588-022-01243-4,A_exclude,perineurial NAF,,human,SLC2A1,SLC2A1,exact,cluster_enriched,positive,"Results, section 'Four distinct cell types in airway peripheral nerves'",perineurial NAF (SLC2A1 and ITGA6),exclude,"Cell type is a fibroblast, not a Schwann cell or neuroendocrine cell; outside target_cell_scope.",True,5,1.0,True,True,pass
DOI_10.1038_s41588-022-01243-4,A_exclude,perineurial NAF,,human,ITGA6,ITGA6,exact,cluster_enriched,positive,"Results, section 'Four distinct cell types in airway peripheral nerves'",perineurial NAF (SLC2A1 and ITGA6),exclude,"Cell type is a fibroblast, not a Schwann cell or neuroendocrine cell; outside target_cell_scope.",True,5,1.0,True,True,pass
DOI_10.1038_s41588-022-01243-4,A_exclude,chondrocytes,,human,ACAN,ACAN,exact,cluster_enriched,positive,"Results, section 'Highlighting our comprehensive approach' / Extended Data Fig. 1d,e","we transcriptionally defined chondrocytes in human lungs (ACAN, CHAD, COL9A3, HAPLN1 and CYTL1)",exclude,Chondrocytes are not within target_cell_scope (Schwann/neuroendocrine).,True,5,1.0,True,True,pass
DOI_10.1038_s41588-022-01243-4,A_exclude,chondrocytes,,human,CHAD,CHAD,exact,cluster_enriched,positive,"Results, section 'Highlighting our comprehensive approach' / Extended Data Fig. 1d,e","we transcriptionally defined chondrocytes in human lungs (ACAN, CHAD, COL9A3, HAPLN1 and CYTL1)",exclude,Chondrocytes are not within target_cell_scope (Schwann/neuroendocrine).,True,5,1.0,True,True,pass
DOI_10.1038_s41588-022-01243-4,A_exclude,chondrocytes,,human,COL9A3,COL9A3,exact,cluster_enriched,positive,"Results, section 'Highlighting our comprehensive approach' / Extended Data Fig. 1d,e","we transcriptionally defined chondrocytes in human lungs (ACAN, CHAD, COL9A3, HAPLN1 and CYTL1)",exclude,Chondrocytes are not within target_cell_scope (Schwann/neuroendocrine).,True,5,1.0,True,True,pass
DOI_10.1038_s41588-022-01243-4,A_exclude,chondrocytes,,human,HAPLN1,HAPLN1,exact,cluster_enriched,positive,"Results, section 'Highlighting our comprehensive approach' / Extended Data Fig. 1d,e","we transcriptionally defined chondrocytes in human lungs (ACAN, CHAD, COL9A3, HAPLN1 and CYTL1)",exclude,Chondrocytes are not within target_cell_scope (Schwann/neuroendocrine).,True,5,1.0,True,True,pass
DOI_10.1038_s41588-022-01243-4,A_exclude,chondrocytes,,human,CYTL1,CYTL1,exact,cluster_enriched,positive,"Results, section 'Highlighting our comprehensive approach' / Extended Data Fig. 1d,e","we transcriptionally defined chondrocytes in human lungs (ACAN, CHAD, COL9A3, HAPLN1 and CYTL1)",exclude,Chondrocytes are not within target_cell_scope (Schwann/neuroendocrine).,True,5,1.0,True,True,pass
DOI_10.1038_s41588-022-01243-4,A_exclude,chondrocytes,,human,VCAN,VCAN,exact,author_declared,positive,"Methods, Pseudotime analysis","root was identified as the cell with the highest combined expression of canonical progenitor markers (VCAN for chondrocytes; TGM2, HMCN2 and SULF1 for smooth muscle)",exclude,Chondrocytes are not within target_cell_scope (Schwann/neuroendocrine).,True,5,1.0,True,True,pass
DOI_10.1038_s41588-022-01243-4,A_exclude,IR-fibro,,human,CXCL12,CXCL12,exact,figure_labeled,positive,Fig. 2c legend,Dot plot of IR-fibro marker genes that overlap with Fibroblast reticular cell and fDC markers.,exclude,IR-fibro is not within target_cell_scope (Schwann/neuroendocrine).,True,5,1.0,True,True,pass
DOI_10.1038_s41588-022-01243-4,A_exclude,IR-fibro,,human,CCL21,CCL21,exact,figure_labeled,positive,Fig. 2c legend,Dot plot of IR-fibro marker genes that overlap with Fibroblast reticular cell and fDC markers.,exclude,IR-fibro is not within target_cell_scope (Schwann/neuroendocrine).,True,5,1.0,True,True,pass
DOI_10.1038_s41588-022-01243-4,A_exclude,IR-fibro,,human,CCL19,CCL19,exact,figure_labeled,positive,Fig. 2c legend,Dot plot of IR-fibro marker genes that overlap with Fibroblast reticular cell and fDC markers.,exclude,IR-fibro is not within target_cell_scope (Schwann/neuroendocrine).,True,5,1.0,True,True,pass
DOI_10.1038_s41588-022-01243-4,A_exclude,IR-fibro,,human,GREM1,GREM1,exact,figure_labeled,positive,Fig. 2c legend,Dot plot of IR-fibro marker genes that overlap with Fibroblast reticular cell and fDC markers.,exclude,IR-fibro is not within target_cell_scope (Schwann/neuroendocrine).,True,5,1.0,True,True,pass
DOI_10.1038_s41588-022-01243-4,A_exclude,IR-fibro,,human,CXCL13,CXCL13,exact,figure_labeled,positive,Fig. 2c legend,Dot plot of IR-fibro marker genes that overlap with Fibroblast reticular cell and fDC markers.,exclude,IR-fibro is not within target_cell_scope (Schwann/neuroendocrine).,True,5,1.0,True,True,pass
DOI_10.1038_s41588-022-01243-4,A_exclude,IR-fibro,,human,FDCSP,FDCSP,exact,figure_labeled,positive,Fig. 2c legend,Dot plot of IR-fibro marker genes that overlap with Fibroblast reticular cell and fDC markers.,exclude,IR-fibro is not within target_cell_scope (Schwann/neuroendocrine).,True,5,1.0,True,True,pass
DOI_10.1038_s41588-022-01243-4,A_exclude,IR-Ven-Peri,,human,ABCC9,ABCC9,exact,cluster_enriched,positive,"Results, section 'Vascular cell types in systemic and pulmonary circulation'",The IR-Ven-Peri expressed ABCC9 and ICAM1 but not CSPG4,exclude,"IR-Ven-Peri is a perivascular cell, not within target_cell_scope.",True,5,1.0,True,True,pass
DOI_10.1038_s41588-022-01243-4,A_exclude,IR-Ven-Peri,,human,ICAM1,ICAM1,exact,cluster_enriched,positive,"Results, section 'Vascular cell types in systemic and pulmonary circulation'",The IR-Ven-Peri expressed ABCC9 and ICAM1 but not CSPG4,exclude,"IR-Ven-Peri is a perivascular cell, not within target_cell_scope.",True,5,1.0,True,True,pass
DOI_10.1038_s41588-022-01243-4,A_exclude,IR-Ven-Peri,,human,CSPG4,CSPG4,exact,cluster_enriched,negative,"Results, section 'Vascular cell types in systemic and pulmonary circulation'",The IR-Ven-Peri expressed ABCC9 and ICAM1 but not CSPG4,exclude,"IR-Ven-Peri is a perivascular cell, not within target_cell_scope. Negative polarity reflects 'not CSPG4'.",True,5,1.0,True,True,pass
DOI_10.1038_s41588-022-01243-4,A_exclude,IR-Ven-Peri,,human,CXCL12,CXCL12,exact,figure_labeled,positive,Fig. 3e legend,IR-Ven-Peri expresses immune recruiting chemokines and cell–cell adhesion molecules shown by marker gene dot plot.,exclude,"IR-Ven-Peri is a perivascular cell, not within target_cell_scope.",True,5,1.0,True,True,pass
DOI_10.1038_s41588-022-01243-4,A_exclude,IR-Ven-Peri,,human,CCL2,CCL2,exact,figure_labeled,positive,Fig. 3e legend,IR-Ven-Peri expresses immune recruiting chemokines and cell–cell adhesion molecules shown by marker gene dot plot.,exclude,"IR-Ven-Peri is a perivascular cell, not within target_cell_scope.",True,5,1.0,True,True,pass
DOI_10.1038_s41588-022-01243-4,A_exclude,IR-Ven-Peri,,human,CCL21,CCL21,exact,figure_labeled,positive,Fig. 3g legend,IR-Ven-Peri markers CCL21 and CCL19 localize adjacent to the venous vessel marker ACKR1,exclude,"IR-Ven-Peri is a perivascular cell, not within target_cell_scope.",True,5,1.0,True,True,pass
